Store,Description,Telephone,Hours
/store-directory/peaches-and-herbs/,"Peaches & Herbs is a local Beauty and Toiletries shop. We strive to provide the biggest savings and values on Hair Care, Body Care, Skin Care and Fragrance. Our products are mainly from America, Europe, Japan and Korea. Feel free to approach any of our Sales Associates for product advice.",6447 3837,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/pearly-u/,"A revolutionary fashion jewellery retail concept that reaches out to the young and the young at heart, providing jewellery pieces that are trendy, joyful and precious.

Specilaising in jewellery adorned with genuine pearls, our new collections focuses on a mix of semi-precious pieces elegantly designed especially for those who prefer smaller pearls and gem stones at wholesale prices

A new revolutionary concept that combines brick and mortar with mobile commerce seamlessly where shopping can be done in the comfort of your home with a choice for delivery or if you prefer physical retail therapy, to pick up from the boutique",987270802,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 9pm
Sunday: 10:30am - 9pm
"
/store-directory/pepper-lunch/,"At Pepper Lunch, You Are the Master Chef!

We invite you to experience the fun of cooking your meal yourself, just the way you want it! We assemble the quality and fresh ingredients on our patented sizzling hot teppan and you get to immerse yourself in the culinary and wholesome experience of sizzling your own food.

For a different twist, experiment with our exquisitely crafted sauces to create a taste of your own!",6344 7229,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/pet-lovers-centre/,"Pet Lovers Centre (PLC) boasts of having the widest range of the freshest stock for pet owners to pamper their pets and offers quality pet services including pet grooming, veterinary consultations and excellent home delivery service to reduce the hassle while shopping. PLC also has its very own pet care consultants whom customers can approach with questions regarding their pet! A total of 60 stores are strategically located in Singapore.",6346 6413,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/pierre-cardin/,Pierre Cardin Lingerie is your T-Shirt Bra Specialist. Experience unparalleled comfort and style as you explore our curated collection of essential intimate apparel items. Don't miss the chance to redefine your lingerie wardrobe; visit us today.,6348 7730,"Monday: 11:30am - 8pm
Tuesday: 11:30am - 8pm
Wednesday: 11:30am - 8pm
Thursday: 11:30am - 8pm
Friday: 11:30am - 8:30pm
Saturday: 11:30am - 8:30pm
Sunday: 11:30am - 8:30pm
"
/store-directory/pixie-nail-spa/,"Pixie Nail Spa is one of Singapore’s largest nail spa, providing luxury beauty services such as manicure and pedicure, eyelash extensions, eyebrow embroidery, lips embroidery, waxing, and many more! A salient feature of our nail spa is never to compromise on hygiene practices. Feel good, and feel at ease!",NIL,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 9pm
"
/store-directory/poh-heng-jewellery/,"Since 1948, Poh Heng Jewellery has been a symbol of dedication and craftsmanship in Singapore. From our coveted Trust diamonds to the iconic Si Dian Jin Collection, we blend timeless elegance with meticulous craftsmanship. Experience timeless elegance and unwavering quality at Poh Heng.",6344 6077,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9pm
"
/store-directory/precious-medical-centre/,Precious Medical & Dental Centre offers a holistic and patient centric approach to healthcare. We provide a one-stop solution from primary care and health screening to specialist services and dentistry.,62149149,"Monday: 10am - 5pm
Tuesday: 10am - 8pm
Wednesday: 10am - 8pm
Thursday: 10am - 8pm
Friday: 10am - 8pm
Saturday: 10am - 5pm
Sunday: 10am - 5pm
"
/store-directory/presto-drycleaners/,"With over 30 years of dry cleaning and laundry experience, we care for your garments with professionalism, reliability, high quality, and convenience.  We are curious, innovative and attentive to serving your changing needs. We want to empower you to live like us, hire us for the things you hate to do. From our hearts to the rest of the world.",6513 6368 ,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 9pm
"
/store-directory/pretticure/,Professional Nail & Grooming Salon,6344 5896,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10am - 8pm
Sunday: 10am - 8pm
"
/store-directory/pricebreaker/,"Experience the PriceBreaker difference – A team of passionate travel specialists that can help you customise your holiday according to your preferences. Our products and services include tours and customised holidays, cheap flights, hotels, rail, cruise, visa and travel insurance.

PriceBreaker is a leisure travel brand under Pacific Arena – one of the largest travel companies in Singapore, established since 1976.",6317 2838,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/princess-jewellery/,"Princess Jewellery was established in 1986 and had 38 years of experience in the jewellery industry. We aim to provide our customers with a variety of fine jewellery at reasonable prices. With most of our clients in Singapore, we offer ready-made jewellery such as:

24k and 22k yellow gold ornament

Yellow and White gold with/without Gems jewellery

Silver & Stainless Steel jewellery

Diamond, precious & semi-precious stones, pearl and jade jeweller

A large proportion of our products are imported from Europe and Hong Kong, while some are customized and manufactured by us to meet special customer needs and fancies. one can also opt to have their old jewellery reset to the latest design with us.

We differentiate ourselves by quality-centric approach that focuses in providing the highest level of service and a wide range of top quality fashion jewellery at truly affordable price.",6344 9422,"Monday: 11am - 8:30pm
Tuesday: 11am - 8:30pm
Wednesday: 11am - 8:30pm
Thursday: 11am - 8:30pm
Friday: 11am - 8:30pm
Saturday: 11am - 8:30pm
Sunday: 11am - 8:30pm
"
/store-directory/qb-house/,"QB HOUSE provides haircutting service only. We do not provide services such as shampooing, blowing, shaving and so on, as we believe our customers can manage all these by themselves. We aim to provide our specialized service: haircutting.",6323 2144,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10am - 9:30pm
Sunday: 10am - 9:30pm
"
/store-directory/rb-tea/,"R&B is a new tea concept that aims to redefine the bubble tea experience in Singapore. With fresh fruits and all-natural components, there are more than 30 tea base concoctions ranging from fruit-loaded brew, macchiato tea capped with oolong tea infused milk foam or cheese cream, pearls to multi-colored concoctions swirled with yogurt and milk. R&B places great emphasis on the origins of the tea leaves and dedicate preparation to ensure the perfect tea blend.",NIL,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 9pm
"
/store-directory/RedMan-by-Phoon-Huat/,"RedMan offers a comprehensive selection of baking ingredients and tools from both internationally renowned and homegrown brands, making it the one-stop destination for everyone from daily avid bakers and patisserie enthusiasts to professional chefs.",6654 4333,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/rhb-bank/,"Welcome to our Parkway Parade Branch, the latest addition to our line of Peranakan-themed branches, inspired by the shared culture of Singapore and Malaysia.

Over the past 60 years RHB Singapore has proudly supported our valued Personal & Premier Banking, SME, Commercial and Corporate Banking customers, helping them to achieve their financial goals, business successes and organisational accomplishments.

As RHB Singapore continues to be entrusted by you to provide financial solutions that cater to your personal and business needs, you will be glad to know that we are taking big steps to repurpose and refresh our branch network to serve you better. This will mean strategically relocating our branches across Singapore to reach out to you better in the East, West, Orchard and Central Business District (CBD).

We look forward to serving you here at Parkway Parade Branch, as you indulge in a whole new banking experience in comfort and style.",1800 323 0100,"Monday: 10am - 5pm
Tuesday: 10am - 5pm
Wednesday: 10am - 5pm
Thursday: 10am - 5pm
Friday: 10am - 5pm
Saturday: 10am - 2pm
Sunday: Closed
"
/store-directory/rive-gauche-patisserie/,"Rive Gauche particularly means left bank of Seine in Paris , the area is known as the symbol of French culture, the art, the literature and so on. Rive Gauche suggests creativity as well. At the root of RIVE GAUCHE PATISSERIE, they create authentic chocolate, glamorous and classy fresh cakes and traditional baked pastry for your graceful days. Rive Gauche’s signature, Guanaja and Strawberry Short Cake are popular cakes that are highly recommended to try.",NIL,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/robert-piano/,"Robert Piano, one of the leading music stores in Singapore, is the sole agent for KAWAI Pianos.

You can find a vast selection of fine musical instruments and music books to meet your musical needs.",6344 1903,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 9am - 8pm
Sunday: 9am - 8pm
"
/store-directory/rose-of-sharon/,"Established in 1997, Rose of Sharon specializes in ladies dresses and work suits. We ensure quality and texture in our fabrics to enhance the best drape on our customers. Providing bespoke alteration services for our customers.",6345 5006,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/rouge-by-barracks/,"Rouge, a women fashion label inspired by our love for “Nature”.  Clothings handcrafted in exclusive prints with natural fabrics.",9456 9181,"Monday: 11am - 8:30pm
Tuesday: 11am - 8:30pm
Wednesday: 11am - 8:30pm
Thursday: 11am - 8:30pm
Friday: 11am - 8:30pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/royce-dental/,"Located in the medical suites, Royce Dental Surgery offers privacy for your dental treatment. With a team of dental surgeons and their vast experience, Royce Dental Surgery is able to cater to all dental needs for everyone in an affordable manner.

The dental surgeons in Royce Dental Surgery are:

Dr Loh Soo Ann- BDS, MDS (Orthodontics)

Dr Elizabeth Shen- BDS, MDS (Orthodontics).  Accredited Invisalign Provider

Dr Yeo Kok Beng- BDS. Accredited Invisalign Provider

Dr Loh Wan Juin- BDS

Make an appointment at

enquiry@roycedental.com.sg

or visit our website at

www.roycedental.com.sg",6344 8861,"Monday: 9am - 9pm
Tuesday: 9am - 9pm
Wednesday: 9am - 6pm
Thursday: 9am - 9pm
Friday: 9am - 6pm
Saturday: 9am - 6pm
Sunday: Closed
"
/store-directory/Saboten-Tagosaku/,"Established in 1966, Tagosaku is a well-known Okowa brand with over 90 stores throughout Japan.

Okowa is a wholesome and healthy Japanese traditional dish that is served in many festive occasions and celebration in Japan.

Saboten is another renown Tonkatsu chain of restaurant in Japan with more than 500 branches worldwide.Japan | Korea | China (Beijing, Tianjin, Shanghai, Hong Kong, Macao) | Philippines | Taiwan | Thailand | Singapore

For the first time outside Japan, we have bring Tagosaku Okowa & Saboten Deli Tonkatsu together to Singapore to serve you the most authentic Japanese cuisine.",NIL,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/safewell/,"Safewell is a specialist in Safe box, Jewellery box and Watch Winder business. With retail and manufacturing operations in many countries such as China, Hong Kong, Macao, Australia, USA, Malaysia, Vietnam, Indonesia, Dubai, France, United Kingdom, Germany, Safewell will be your trusted brand for the safekeeping of your valuable items.",6241 8767,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/samsonite/,"Founded in 1910, Samsonite is the world's best loved & most innovative luggage brand in the travel related industry, always ""By Your Side"".

With a rich heritage of over 100 years, nobody understands travel better than Samsonite. Since its inception, Samsonite has exemplified the values of high quality, fine craftsmanship, exceptional reliability and enduring style, enriching the journey for countless people.

As one of the world’s leading brands in travel solutions, Samsonite has continued to excel through innovative technologies, materials and design concepts to provide practical travel solutions to everyone.",6348 6691,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/sanook-kitchen/,"Come to Sanook Kitchen and savour a wide variety of authentic Thai cuisine ranging from appetisers, soup, curries to seafood and more at wallet-friendly prices!",6346 4178,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/scissors-paper-stone/,Scissors Paper Stone is a children’s hair salon in town that strives to make the most out of every haircut – cos kids deserve fun!,9853 9458,"Monday: 10:30am - 8pm
Tuesday: 10:30am - 8pm
Wednesday: 10:30am - 8pm
Thursday: 10:30am - 8pm
Friday: 10:30am - 8pm
Saturday: 10:30am - 8pm
Sunday: 10:30am - 8pm
"
/store-directory/scoop-wholefoods-australia/,"Scoop Wholefoods offer a wide variety of raw organic and natural bulk foods for our customers at affordable prices combined with flexible, quantity and selection. From nuts, dried fruits, spices, rice, pasta, tea and chocolates to freshly made nut butters, kombucha on tap and so much more. We source our products primarily from certified Australian and New Zealand growers and suppliers. We make every effort to ensure that other products come from ethical and sustainable sources.",62417677,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/selffix/,"Who We Are

Selffix DIY is a household name that customers have come to trust. In just over a decade, we have expanded into a fourteen-store chain, with staff that are trained to provide expert advice and solutions to help solve the most common household DIY needs.

What We Do

We carry over a hundred brands including well-known ones such as 3M, Black & Decker, HG, Hyflux, Nippon Paint, Philips and Yale, in categories ranging from home appliances to outdoor equipment, from power tools to electrical gadgets and from household paints to wood cleaners. Our diverse range of quality products come from all over the world, and many are so unique, they are found only at Selffix DIY. This site offers you the convenience to view this complete range of items.",6348 6209,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/Shihlin-Taiwan-Street-Snacks/,"Shihlin Taiwan Street Snacks ® is everybody's favorite Taiwanese food chain featuring popular snacks from the alleys of Taiwan's night markets. Prepared the way they do over in Taiwan, the menu features authentic favorites such as XXL Crispy Chicken, Crispy Floss Egg Crepe, Handmade Oyster Mee Sua and Seafood Tempura.

Come and enjoy a taste of Taiwan today!",NIL,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/showgirl/,"Show Girl offers ladies' wear with an exclusive touch to suit the delicate and classic style of today's women.  Show Girl always brings out a selection of executive and unique wear, featuring the latest fashion design trend that will make you look elegant and stands out in your workplace.  Hence, our statement is: ""A True Elegance from Us to You"".",6348 9788,"Monday: 11am - 8:30pm
Tuesday: 11am - 8:30pm
Wednesday: 11am - 8:30pm
Thursday: 11am - 8:30pm
Friday: 11am - 8:30pm
Saturday: 11am - 8:30pm
Sunday: 11am - 8:30pm
"
/store-directory/simply-flowers/,"Simply Flowers, Simply Love.

Let our flowers do the talking for you, expressing your love thoughts to your beloved ones for all special occasions.",6100 1776,"Monday: 10:30am - 8:30pm
Tuesday: 10:30am - 8:30pm
Wednesday: 10:30am - 8:30pm
Thursday: 10:30am - 8:30pm
Friday: 10:30am - 8:30pm
Saturday: 10:30am - 8:30pm
Sunday: 10:30am - 8:30pm
"
/store-directory/singapore-post/,"For more than 160 years, Singapore Post has been delivering trusted and reliable services to homes and businesses in Singapore as the country’s postal service provider.

Our post offices offers a wide range of products and services such as stamp purchases, sending and collection of letters and parcels, bill payments, financial services and more.",1605,"Monday: 10:30am - 7pm
Tuesday: 10:30am - 7pm
Wednesday: 10:30am - 7pm
Thursday: 10:30am - 7pm
Friday: 10:30am - 7pm
Saturday: 10:30am - 2pm
Sunday: Closed
"
/store-directory/singtel-shop/,"Singtel is Asia's leading communications group providing a portfolio of services including voice and data solutions over fixed, wireless and Internet platforms as well as infocomm technology and pay TV. The Group has presence in Asia, Australia and Africa with over 500 million mobile customers in 25 countries, including India, Indonesia, the Philippines and Thailand. It also has a vast network of offices throughout Asia Pacific, Europe and the United States.",1688,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/sino-money-changer/,Money Changer,6440 2504,"Monday: 10:30am - 8pm
Tuesday: 10:30am - 8pm
Wednesday: 10:30am - 8pm
Thursday: 10:30am - 8pm
Friday: 10:30am - 8pm
Saturday: 10:30am - 8pm
Sunday: 10:30am - 6pm
"
/store-directory/skechers/,"Skechers carry a diverse range of footwear, both lifestyle and performance for men, women and kids.

Skechers carry a diverse range of footwear, both lifestyle and performance for men, women and kids. For more information, please visit

www.skechers.com.sg

and follow us on facebook (

Facebook.com/skechers.singapore

) and Instagram (@Skecherssg)",6346 2556,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/sleepnight/,"Leveraging on UK’s technology, SLEEPNIGHT uses the finest materials to create a mattress that caters to the changing needs and lifestyle of their customers. SLEEPNIGHT designs the mattress to give your body “the rest of your life”.",69046076,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/Smiggle/,"Smiggle is the ultimate destination for your school, birthday and leisure essentials. From backpacks and drink bottles, to gift packs and keyrings, Smiggle is the original creator of all things colourful, fun, unique and on trend.",NIL,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/smooy/,"SMÖOY, the number 1 authentic frozen yoghurt in Spain, is now in Singapore! Not just another froyo, smöoy is a new concept with weekly flavors and low-fat ice-cream to please everyone! Choose from a selection of 36 delicious toppings and seasonal fresh fruits, perfect for lovers of icy delights.",NIL,"Monday: 11:30am - 10pm
Tuesday: 11:30am - 10pm
Wednesday: 11:30am - 10pm
Thursday: 11:30am - 10pm
Friday: 11:30am - 10pm
Saturday: 11:30am - 10pm
Sunday: 11:30am - 10pm
"
/store-directory/so-pho/,"At So Pho, enjoy the authentic taste of Pho delicately prepared with a good broth by our Chef.",6348 9679,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/Sorella/,We believe that intimate apparels are everyday essentials for you to feel and look uninhibited. We are committed to providing unrivalled solutions for unparalleled support and shape enhancement.,NIL,"Monday: 11:30am - 8pm
Tuesday: 11:30am - 8pm
Wednesday: 11:30am - 8pm
Thursday: 11:30am - 8pm
Friday: 11:30am - 8:30pm
Saturday: 11:30am - 8:30pm
Sunday: 11:30am - 8:30pm
"
/store-directory/spacio-tcm-wellness/,"Spacio TCM Wellness, established since 2007, provides its customers with high-efficacy beauty, massage, slimming, TCM and hair removal treatments.

Our treatments are performed using the safest and most advanced technology by professionally trained, accredited professionals. We take pride in our employees who play a big part in our success with dedicated customer service as we continue to invest our resources in training and new technology.",6440 9986,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 8pm
"
/store-directory/spectacle-hut/,"Spectacle Hut is Singapore’s fastest emergent optical retail chain, with 40 outlets in Singapore and growing on a very swift track. Their mission is to become the recognizable name in meeting the increasing demand for fashionable eyewear for the young at heart! If modish describes your style, Spectacle Hut will blow you away!",62428175,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/stalford-learning-centre-and-confucius-mandarin/,"Stalford Learning Centre

Stalford Learning Centre has been providing quality tuition to Preschool, Primary, Secondary, and JC students since 1998. Our in-house developed curriculum is taught by a 600-strong team of qualified educators at our 20 island-wide branches. We have a proven record of helping students achieve excellent academic results across all subjects.

Confucius Mandarin

Confucius Mandarin is a premium institute that offers Chinese Language classes to students of all ages and backgrounds. With a dedicated team of passionate and experienced teachers, and an exam-oriented curriculum aligned to MOE requirements, Confucius Mandarin has been delivering top-quality education in the Chinese Language for over 10 years.",6446 3233,"Monday: 1:30pm - 9:30pm
Tuesday: 1:30pm - 9:30pm
Wednesday: 1:30pm - 9:30pm
Thursday: 1:30pm - 9:30pm
Friday: 1:30pm - 9:30pm
Saturday: 9am - 6pm
Sunday: 9am - 6pm
"
/store-directory/standard-photo/,"Welcome to Standard Photo, your one-stop shop for all your photography needs.

At Standard Photo, we are passionate about turning your precious moments into tangible memories. We offer a wide range of services to cater to all your printing and gifting needs. Whether you're looking to print your digital photos, enlarge them for a stunning display, or create unique personalized gifts, we've got you covered.

Our expert team is here to assist you with instant passport photos and photo studio services. Whether you need professional ID photos, resume pictures, or want to capture beautiful family moments, our photo studio is equipped to meet your expectations.

In addition to offering a variety of printing options, we are proud to be the authorized dealer for most major brands of photographic supplies, including renowned brands like Kodak and Fujifilm. We provide a wide selection of film cameras, films, and related services for film enthusiasts who appreciate the art of analog photography.

At Standard Photo, we strive to provide exceptional customer service and ensure that every customer leaves satisfied. Visit our store today and let us help you bring your photos to life!",NIL,"Monday: 9:30am - 9:30pm
Tuesday: 9:30am - 9:30pm
Wednesday: 9:30am - 9:30pm
Thursday: 9:30am - 9:30pm
Friday: 9:30am - 9:30pm
Saturday: 9:30am - 9:30pm
Sunday: 9:30am - 9:30pm
"
/store-directory/starbucks/,"Since 1971, Starbucks Coffee Company has been committed to ethically sourcing and roasting the highest quality arabica coffee in the world. Today, with stores around the globe, the company is the premier roaster and retailer of specialty coffee in the world. Through our unwavering commitment to excellence and our guiding principles, we bring the unique Starbucks Experience to life for every customer through every cup. To share in the experience, please visit us in our stores or online at

www.starbucks.com",6344 8713,"Monday: 7:30am - 10pm
Tuesday: 7:30am - 10pm
Wednesday: 7:30am - 10pm
Thursday: 7:30am - 10pm
Friday: 7:30am - 10pm
Saturday: 7:30am - 10pm
Sunday: 7:30am - 10pm
"
/store-directory/strip/,"Being at the forefront of Brazilian waxing, STRIP offers quality service and advanced techniques when it comes to hair removal and pre- and post-treatment care, pruning over four million bushes worldwide since 2002.",68774883,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 9pm
"
/store-directory/stylena/,"A highly reputable salon chain led by a team of Korean Stylists, merging western style cuts to create a unique Asian feel.",6348 8035,"Monday: 10am - 8pm
Tuesday: 10am - 8pm
Wednesday: 10am - 8pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 8pm
"
/store-directory/sun-paradise/,"The Sun Paradise Concept Store boasts an extensive range of practical and yet sophisticated swimwear and accessories for the serious water lovers. With swimsuits that come in varying designs and perform varying functions, swimmers are sure to find the swimwear that best suits their swimming needs.

So come down now to our outlets and allow our friendly promoters to assist you in picking up the most appropriate swimming gear today!",6346 6282,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/surene-collection/,Female Fashion Apparel,6345 7477,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/sushi-express/,"One of the biggest conveyor belt sushi brands in Asia, offering more than 80 different variations of sushi from $1.50++ per plate. At Sushi Express, we understand that it’s not always about value when it comes to serving our customers, it is about consistently providing quality and innovative products competitively.",  6970 1178,"Monday: 11am - 10:30pm
Tuesday: 11am - 10:30pm
Wednesday: 11am - 10:30pm
Thursday: 11am - 10:30pm
Friday: 11am - 10:30pm
Saturday: 11am - 10:30pm
Sunday: 11am - 10:30pm
"
/store-directory/svenson/,"SVENSON is a leading brand at the vanguard in research and development of solutions for hair and scalp problems using the most advanced technologies. With over 40 years of trichological expertise and knowledge, Svenson offers scientific diagnosis and customized & effective solutions to almost all hair problems. Operating a global network of hair centers today, there are 54 branches worldwide, including Hong Kong, Malaysia, Indonesia, Brunei, Thailand, and of course, Singapore.

When you visit

Svenson

Singapore, we will determine the precise cause of your hair loss problem and devise a personalised hair and scalp treatment programme to combat it. Beginning with a professional analysis of your hair and scalp condition, our experienced trichologist will help to put in place a multi-strategy programme tailor-made to your hair loss problem.

www.svensonhair.com",6346 6646,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 6pm
Sunday: 10:30am - 6pm
"
/store-directory/swarovski/,"Founded in 1895 in Austria, Swarovski designs, creates, and markets high-quality crystal product collections such as jewelry, accessories, and decorative items for home, ornaments, and figurines. Swarovski crystal makes for an exceptional gift. From timeless daywear to bold, glamorous, and fashion jewelry, the collections are naturally brilliant with impeccable craftsmanship.",6348 2078,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
